user_sequence,challenge
16778_12,CI23964
16781_12,CI25497
16783_12,CI27671
16785_12,CI24958
16789_12,CI24114
16790_12,CI26196
16791_12,CI23887
16796_12,CI26051
16798_12,CI27959
16799_12,CI23887
16802_12,CI24958
16804_12,CI24206
16816_12,CI28569
16817_12,CI26193
16822_12,CI26992
16824_12,CI26176
16826_12,CI24939
16827_12,CI26912
16828_12,CI26913
16835_12,CI24530
16836_12,CI26050
16837_12,CI23662
16838_12,CI23648
16840_12,CI27047
16841_12,CI27041
16847_12,CI25135
16849_12,CI24184
16851_12,CI26904
16853_12,CI28584
16854_12,CI27667
16855_12,CI23648
16859_12,CI24187
16861_12,CI28240
16862_12,CI26911
16866_12,CI26050
16867_12,CI27681
16871_12,CI24261
16875_12,CI24868
16880_12,CI27670
16883_12,CI27671
16884_12,CI23714
16885_12,CI23531
16888_12,CI26216
16891_12,CI26054
16892_12,CI25125
16896_12,CI26218
16898_12,CI26198
16899_12,CI24871
16900_12,CI25107
16902_12,CI26201
16904_12,CI24939
16911_12,CI24876
16912_12,CI27671
16920_12,CI24939
16921_12,CI28576
16923_12,CI27674
16927_12,CI24228
16932_12,CI24530
16933_12,CI23769
16937_12,CI27681
16938_12,CI28576
16939_12,CI27680
16940_12,CI26904
16942_12,CI28567
16943_12,CI27675
16946_12,CI27790
16950_12,CI24438
16959_12,CI25057
16960_12,CI27666
16963_12,CI24868
16965_12,CI26929
16968_12,CI24120
16970_12,CI26929
16971_12,CI26052
16974_12,CI25501
16978_12,CI28567
16980_12,CI24534
16982_12,CI25126
16985_12,CI23770
16986_12,CI26907
16988_12,CI26920
16998_12,CI25178
17005_12,CI24969
17006_12,CI25139
17009_12,CI23781
17015_12,CI28580
17018_12,CI24876
17020_12,CI27675
17021_12,CI26907
17023_12,CI23769
17025_12,CI24532
17029_12,CI28571
17030_12,CI24138
17035_12,CI23848
17038_12,CI25125
17040_12,CI23933
17046_12,CI25136
17047_12,CI27435
17049_12,CI27676
17050_12,CI25119
17051_12,CI24622
17052_12,CI27042
17053_12,CI23770
17055_12,CI24530
17060_12,CI26198
17061_12,CI27681
17062_12,CI23770
17063_12,CI24876
17064_12,CI24534
17065_12,CI24527
17066_12,CI26926
17071_12,CI23691
17073_12,CI26213
17074_12,CI24228
17076_12,CI25054
17078_12,CI24527
17081_12,CI26213
17082_12,CI26927
17083_12,CI28585
17084_12,CI23697
17085_12,CI26936
17086_12,CI25124
17088_12,CI25136
17092_12,CI26910
17093_12,CI28578
17096_12,CI26924
17097_12,CI23929
17098_12,CI24440
17100_12,CI26928
17102_12,CI25057
17104_12,CI27047
17114_12,CI23688
17119_12,CI24184
17125_12,CI25106
17128_12,CI26926
17130_12,CI26909
17132_12,CI24958
17133_12,CI24530
17138_12,CI24532
17139_12,CI26174
17142_12,CI25057
17144_12,CI24436
17147_12,CI24261
17149_12,CI24261
17152_12,CI27001
17153_12,CI24534
17154_12,CI24868
17155_12,CI24461
17156_12,CI25172
17157_12,CI28576
17158_12,CI25180
17162_12,CI26905
17163_12,CI28577
17164_12,CI23663
17165_12,CI24527
17166_12,CI26910
17173_12,CI26910
17178_12,CI24951
17179_12,CI27666
17180_12,CI24956
17183_12,CI24875
17184_12,CI26903
17190_12,CI24257
17191_12,CI25141
17192_12,CI26910
17193_12,CI24875
17197_12,CI24866
17199_12,CI24531
17200_12,CI26209
17208_12,CI25302
17211_12,CI23848
17212_12,CI24968
17213_12,CI24968
17215_12,CI24187
17219_12,CI24939
17226_12,CI25075
17227_12,CI25075
17230_12,CI28578
17231_12,CI27679
17232_12,CI24972
17233_12,CI27975
17236_12,CI24058
17238_12,CI24958
17239_12,CI24081
17240_12,CI23663
17248_12,CI24972
17251_12,CI25053
17257_12,CI27035
17260_12,CI24534
17265_12,CI25075
17267_12,CI27006
17275_12,CI23855
17276_12,CI24952
17277_12,CI25436
17280_12,CI27039
17284_12,CI26910
17285_12,CI27038
17286_12,CI26910
17289_12,CI24876
17290_12,CI24534
17294_12,CI24530
17299_12,CI24992
17302_12,CI23708
17303_12,CI25135
17306_12,CI27042
17314_12,CI26905
17316_12,CI26154
17317_12,CI26912
17321_12,CI27040
17322_12,CI25057
17327_12,CI25109
17328_12,CI27676
17331_12,CI26911
17332_12,CI26909
17335_12,CI28567
17336_12,CI23932
17350_12,CI24953
17352_12,CI25057
17357_12,CI27798
17361_12,CI24527
17369_12,CI23839
17371_12,CI23708
17374_12,CI24930
17375_12,CI24534
17379_12,CI27778
17380_12,CI24031
17383_12,CI24875
17385_12,CI24252
17387_12,CI26926
17392_12,CI26915
17395_12,CI26904
17397_12,CI26910
17402_12,CI26841
17405_12,CI23887
17406_12,CI27467
17410_12,CI26219
17411_12,CI25126
17412_12,CI23855
17416_12,CI26958
17422_12,CI26194
17423_12,CI23963
17425_12,CI26949
17426_12,CI26958
17429_12,CI26194
17430_12,CI27678
17431_12,CI26903
17433_12,CI26910
17435_12,CI26910
17436_12,CI26049
17441_12,CI26927
17444_12,CI26902
17451_12,CI26907
17455_12,CI23691
17464_12,CI26928
17465_12,CI26920
17470_12,CI23546
17472_12,CI27040
17475_12,CI24522
17477_12,CI24534
17480_12,CI27673
17487_12,CI23714
17488_12,CI24534
17493_12,CI27675
17495_12,CI27043
17498_12,CI26215
17499_12,CI28578
17502_12,CI23714
17503_12,CI24534
17506_12,CI26911
17508_12,CI23769
17510_12,CI23933
17511_12,CI26927
17513_12,CI26956
17515_12,CI24184
17517_12,CI24956
17518_12,CI26051
17524_12,CI27048
17527_12,CI26213
17529_12,CI24927
17535_12,CI24003
17539_12,CI26951
17540_12,CI26909
17542_12,CI26947
17546_12,CI27803
17547_12,CI23691
17548_12,CI26904
17549_12,CI27811
17558_12,CI27442
17567_12,CI27039
17569_12,CI23667
17571_12,CI26158
17573_12,CI24187
17575_12,CI24187
17579_12,CI27811
17581_12,CI26941
17590_12,CI27022
17593_12,CI23770
17598_12,CI25101
17600_12,CI25820
17601_12,CI26903
17602_12,CI24867
17603_12,CI24958
17604_12,CI27045
17606_12,CI25075
17609_12,CI25727
17612_12,CI27809
17616_12,CI26914
17620_12,CI27045
17626_12,CI26915
17627_12,CI23691
17628_12,CI24876
17630_12,CI24530
17633_12,CI23546
17635_12,CI24184
17638_12,CI24531
17640_12,CI28240
17645_12,CI27045
17647_12,CI27807
17649_12,CI26603
17650_12,CI23966
17652_12,CI27803
17653_12,CI27680
17657_12,CI26213
17658_12,CI26904
17659_12,CI23841
17661_12,CI25361
17663_12,CI25075
17664_12,CI23714
17666_12,CI25494
17667_12,CI27042
17670_12,CI24493
17672_12,CI27679
17673_12,CI27669
17674_12,CI24522
17677_12,CI27799
17679_12,CI27807
17682_12,CI25071
17690_12,CI26892
17696_12,CI26213
17698_12,CI26904
17699_12,CI24876
17703_12,CI23933
17708_12,CI27675
17709_12,CI26915
17710_12,CI26877
17713_12,CI23714
17716_12,CI26907
17717_12,CI27806
17720_12,CI26501
17721_12,CI23714
17723_12,CI26200
17725_12,CI25135
17731_12,CI23933
17732_12,CI25125
17734_12,CI25103
17736_12,CI24876
17737_12,CI27677
17738_12,CI27039
17739_12,CI23848
17740_12,CI27807
17746_12,CI26905
17747_12,CI26216
17753_12,CI27681
17757_12,CI26219
17760_12,CI27670
17764_12,CI27682
17770_12,CI23856
17771_12,CI24958
17775_12,CI25126
17777_12,CI27680
17778_12,CI24530
17781_12,CI26911
17782_12,CI24962
17784_12,CI27043
17787_12,CI25497
17791_12,CI26220
17800_12,CI26876
17802_12,CI26927
17818_12,CI28581
17820_12,CI24867
17826_12,CI26922
17827_12,CI25124
17829_12,CI23648
17831_12,CI24534
17836_12,CI26216
17839_12,CI26870
17840_12,CI26909
17847_12,CI26926
17849_12,CI24942
17851_12,CI24866
17852_12,CI25126
17856_12,CI26915
17859_12,CI24953
17864_12,CI24875
17865_12,CI25727
17869_12,CI28124
17870_12,CI26931
17877_12,CI23933
17880_12,CI23920
17883_12,CI25105
17887_12,CI27045
17888_12,CI24917
17891_12,CI25124
17894_12,CI23932
17895_12,CI26904
17898_12,CI24915
17901_12,CI24532
17904_12,CI24953
17905_12,CI23836
17908_12,CI26219
17911_12,CI26054
17912_12,CI24937
17916_12,CI24228
17917_12,CI26219
17925_12,CI25139
17927_12,CI24958
17929_12,CI25735
17941_12,CI26910
17942_12,CI23848
17944_12,CI28581
17945_12,CI23546
17947_12,CI24003
17948_12,CI27042
17949_12,CI27681
17954_12,CI25108
17955_12,CI26217
17957_12,CI26215
17962_12,CI26913
17963_12,CI24522
17965_12,CI24875
17972_12,CI25444
17974_12,CI24915
17977_12,CI24187
17979_12,CI24532
17981_12,CI26904
17983_12,CI25149
17986_12,CI24940
17987_12,CI24867
17994_12,CI26051
17996_12,CI23933
17999_12,CI25126
18001_12,CI26220
18002_12,CI26907
18006_12,CI23546
18007_12,CI26167
18009_12,CI26388
18014_12,CI26904
18019_12,CI26928
18022_12,CI25140
18029_12,CI24534
18032_12,CI23714
18034_12,CI26214
18036_12,CI25137
18037_12,CI24138
18038_12,CI24138
18041_12,CI23770
18043_12,CI25022
18045_12,CI23648
18048_12,CI26913
18053_12,CI27659
18055_12,CI26910
18056_12,CI26915
18059_12,CI23933
18069_12,CI25143
18072_12,CI24521
18076_12,CI24876
18078_12,CI27042
18080_12,CI23999
18081_12,CI24876
18084_12,CI24421
18086_12,CI24866
18095_12,CI26905
18096_12,CI24228
18097_12,CI23770
18102_12,CI26910
18103_12,CI27803
18104_12,CI27806
18106_12,CI27041
18108_12,CI27779
18109_12,CI28582
18112_12,CI26907
18113_12,CI23855
18120_12,CI26872
18122_12,CI27677
18123_12,CI27803
18127_12,CI23769
18133_12,CI26877
18135_12,CI27806
18139_12,CI23714
18140_12,CI26905
18143_12,CI26216
18145_12,CI27677
18147_12,CI26905
18153_12,CI27798
18154_12,CI23975
18158_12,CI27805
18159_12,CI27039
18160_12,CI26937
18166_12,CI23714
18168_12,CI26903
18169_12,CI24958
18171_12,CI24533
18176_12,CI26935
18182_12,CI23933
18189_12,CI24184
18196_12,CI23663
18198_12,CI25105
18205_12,CI23648
18206_12,CI25126
18208_12,CI26216
18212_12,CI27677
18214_12,CI27045
18217_12,CI24808
18218_12,CI24871
18222_12,CI25179
18224_12,CI28579
18229_12,CI23691
18231_12,CI23691
18232_12,CI25075
18233_12,CI25123
18240_12,CI28585
18241_12,CI25124
18244_12,CI25056
18245_12,CI25501
18246_12,CI26910
18248_12,CI27670
18251_12,CI26907
18255_12,CI25126
18257_12,CI26474
18265_12,CI27671
18269_12,CI24261
18274_12,CI24958
18279_12,CI28571
18281_12,CI23691
18293_12,CI27803
18295_12,CI24958
18299_12,CI23769
18304_12,CI26176
18305_12,CI25123
18310_12,CI27803
18314_12,CI24876
18315_12,CI26912
18318_12,CI23866
18320_12,CI24533
18322_12,CI24228
18323_12,CI25101
18324_12,CI23781
18329_12,CI27467
18331_12,CI27784
18332_12,CI27011
18333_12,CI24876
18335_12,CI26934
18337_12,CI27806
18338_12,CI24532
18346_12,CI25124
18352_12,CI23691
18353_12,CI25109
18354_12,CI26905
18356_12,CI23691
18362_12,CI24184
18363_12,CI27678
18370_12,CI24529
18371_12,CI27806
18372_12,CI27782
18373_12,CI27678
18374_12,CI24917
18378_12,CI24875
18379_12,CI26174
18382_12,CI23933
18383_12,CI25175
18386_12,CI26870
18389_12,CI24081
18392_12,CI25135
18399_12,CI26932
18400_12,CI27794
18401_12,CI26929
18404_12,CI24532
18407_12,CI23975
18408_12,CI26926
18409_12,CI27006
18412_12,CI26926
18414_12,CI24530
18417_12,CI26216
18423_12,CI26927
18424_12,CI23663
18426_12,CI25075
18427_12,CI23823
18428_12,CI23546
18430_12,CI26905
18433_12,CI27044
18438_12,CI27042
18443_12,CI26203
18444_12,CI28567
18447_12,CI23880
18451_12,CI26930
18453_12,CI26928
18455_12,CI26926
18456_12,CI26932
18457_12,CI26214
18458_12,CI24876
18461_12,CI26212
18462_12,CI24138
18464_12,CI26927
18467_12,CI24534
18468_12,CI24875
18471_12,CI25631
18472_12,CI25412
18476_12,CI27043
18481_12,CI23703
18482_12,CI25126
18484_12,CI26904
18487_12,CI26207
18489_12,CI25123
18493_12,CI23933
18495_12,CI25135
18496_12,CI24532
18500_12,CI27674
18505_12,CI23839
18510_12,CI24267
18511_12,CI28576
18513_12,CI27671
18517_12,CI28581
18518_12,CI27040
18520_12,CI24876
18525_12,CI24937
18527_12,CI24868
18534_12,CI25175
18540_12,CI27651
18541_12,CI26872
18549_12,CI26931
18551_12,CI27001
18553_12,CI25141
18558_12,CI23663
18559_12,CI23770
18561_12,CI24957
18562_12,CI26210
18563_12,CI24187
18566_12,CI26910
18570_12,CI24937
18571_12,CI26220
18572_12,CI27919
18577_12,CI24915
18578_12,CI26927
18579_12,CI24873
18580_12,CI25057
18583_12,CI27193
18585_12,CI23887
18590_12,CI25125
18591_12,CI23929
18596_12,CI23848
18604_12,CI24649
18605_12,CI23887
18609_12,CI25597
18610_12,CI24138
18611_12,CI24534
18617_12,CI28191
18619_12,CI24867
18622_12,CI24184
18625_12,CI24187
18626_12,CI25124
18629_12,CI23856
18630_12,CI27043
18632_12,CI27975
18635_12,CI27049
18636_12,CI24955
18637_12,CI23702
18639_12,CI24532
18640_12,CI24459
18641_12,CI24690
18643_12,CI25126
18644_12,CI26052
18647_12,CI23933
18652_12,CI23967
18654_12,CI27193
18656_12,CI24031
18658_12,CI27043
18660_12,CI25135
18663_12,CI25074
18666_12,CI23786
18669_12,CI24871
18673_12,CI25110
18675_12,CI24968
18676_12,CI24534
18680_12,CI24958
18681_12,CI25135
18683_12,CI24622
18686_12,CI23714
18688_12,CI24187
18694_12,CI24917
18697_12,CI23691
18700_12,CI24875
18701_12,CI26915
18705_12,CI27040
18706_12,CI27805
18708_12,CI27044
18712_12,CI23769
18713_12,CI26154
18714_12,CI26915
18716_12,CI27004
18720_12,CI24958
18721_12,CI26170
18731_12,CI26832
18732_12,CI23933
18734_12,CI24109
18735_12,CI24184
18737_12,CI27678
18739_12,CI24187
18744_12,CI23714
18745_12,CI27650
18749_12,CI23871
18751_12,CI27805
18752_12,CI27810
18754_12,CI24953
18757_12,CI27048
18758_12,CI26198
18759_12,CI26204
18761_12,CI23782
18762_12,CI27045
18764_12,CI26208
18768_12,CI25135
18769_12,CI26176
18775_12,CI27041
18778_12,CI24527
18796_12,CI28188
18799_12,CI27674
18800_12,CI27794
18801_12,CI24532
18808_12,CI24440
18811_12,CI23667
18819_12,CI23856
18824_12,CI24138
18825_12,CI27043
18826_12,CI24461
18827_12,CI24866
18829_12,CI26928
18830_12,CI26932
18833_12,CI24532
18841_12,CI24138
18843_12,CI23769
18845_12,CI26056
18846_12,CI23856
18848_12,CI23546
18851_12,CI25126
18852_12,CI24525
18853_12,CI26905
18854_12,CI27673
18860_12,CI26162
18863_12,CI24953
18864_12,CI26903
18865_12,CI26219
18866_12,CI26902
18867_12,CI26930
18870_12,CI26912
18871_12,CI27039
18873_12,CI24527
18875_12,CI27044
18876_12,CI24534
18880_12,CI25727
18881_12,CI26912
18882_12,CI24937
18885_12,CI24225
18886_12,CI23714
18896_12,CI24531
18898_12,CI25022
18899_12,CI26197
18903_12,CI24956
18904_12,CI23855
18905_12,CI24917
18908_12,CI25136
18909_12,CI26915
18913_12,CI25124
18914_12,CI28574
18917_12,CI26203
18918_12,CI24525
18920_12,CI26197
18921_12,CI23769
18935_12,CI24531
18937_12,CI26198
18946_12,CI25339
18953_12,CI27782
18955_12,CI23691
18965_12,CI26951
18966_12,CI26862
18967_12,CI26954
18969_12,CI28370
18971_12,CI23546
18976_12,CI23648
18977_12,CI23836
18978_12,CI23975
18983_12,CI25135
18986_12,CI24239
18987_12,CI26907
18988_12,CI24535
18989_12,CI26502
18990_12,CI26197
18991_12,CI24099
18994_12,CI23933
18996_12,CI23663
19003_12,CI25093
19006_12,CI26926
19009_12,CI23663
19010_12,CI23848
19013_12,CI23691
19019_12,CI26197
19023_12,CI25110
19027_12,CI25740
19029_12,CI24672
19030_12,CI24992
19037_12,CI25634
19040_12,CI27681
19045_12,CI24876
19047_12,CI26910
19048_12,CI27679
19050_12,CI24992
19051_12,CI27673
19053_12,CI27680
19056_12,CI23848
19057_12,CI27680
19058_12,CI24527
19061_12,CI27681
19065_12,CI25141
19066_12,CI26942
19067_12,CI26942
19069_12,CI26951
19077_12,CI23855
19079_12,CI24532
19080_12,CI26958
19084_12,CI26951
19088_12,CI27042
19094_12,CI26909
19095_12,CI26955
19097_12,CI25740
19102_12,CI25126
19104_12,CI26203
19107_12,CI25057
19113_12,CI26958
19122_12,CI27797
19124_12,CI26910
19125_12,CI28582
19126_12,CI24531
19127_12,CI25631
19137_12,CI26902
19139_12,CI24527
19140_12,CI26934
19147_12,CI25177
19148_12,CI26904
19149_12,CI25141
19151_12,CI26911
19155_12,CI24953
19159_12,CI23933
19160_12,CI28479
19162_12,CI23933
19164_12,CI24915
19165_12,CI24527
19167_12,CI28240
19170_12,CI28581
19173_12,CI28582
19176_12,CI24876
19177_12,CI24184
19178_12,CI26910
19179_12,CI26909
19180_12,CI24528
19185_12,CI26781
19187_12,CI23612
19188_12,CI26912
19193_12,CI26220
19200_12,CI26218
19204_12,CI26154
19209_12,CI23691
19210_12,CI28569
19212_12,CI23933
19213_12,CI26904
19216_12,CI28580
19217_12,CI26904
19219_12,CI26913
19221_12,CI26909
19225_12,CI24621
19232_12,CI23714
19233_12,CI28576
19236_12,CI23663
19237_12,CI26934
19242_12,CI24239
19243_12,CI26910
19248_12,CI24138
19249_12,CI23667
19251_12,CI25126
19255_12,CI24418
19256_12,CI26904
19258_12,CI26930
19262_12,CI26916
19263_12,CI26154
19264_12,CI26855
19265_12,CI24206
19271_12,CI26050
19275_12,CI24418
19276_12,CI26649
19282_12,CI25075
19286_12,CI26910
19288_12,CI24915
19291_12,CI23667
19293_12,CI26908
19294_12,CI24876
19296_12,CI26197
19300_12,CI25498
19301_12,CI26918
19305_12,CI24868
19310_12,CI26920
19311_12,CI26911
19312_12,CI26911
19319_12,CI26213
19320_12,CI25135
19321_12,CI24530
19322_12,CI26910
19323_12,CI24187
19327_12,CI25143
19328_12,CI26934
19331_12,CI24992
19333_12,CI23999
19342_12,CI26904
19349_12,CI26905
19353_12,CI26908
19354_12,CI26911
19357_12,CI23648
19359_12,CI26905
19361_12,CI26910
19367_12,CI27674
19369_12,CI26173
19372_12,CI27677
19373_12,CI24532
19379_12,CI24257
19380_12,CI27680
19383_12,CI26197
19385_12,CI23856
19390_12,CI27658
19396_12,CI23691
19400_12,CI26837
19401_12,CI27680
19406_12,CI24951
19411_12,CI23999
19418_12,CI24458
19420_12,CI27669
19424_12,CI23691
19430_12,CI27663
19432_12,CI24532
19436_12,CI27648
19438_12,CI27680
19439_12,CI27680
19442_12,CI24527
19444_12,CI27673
19445_12,CI27282
19448_12,CI24926
19449_12,CI27673
19450_12,CI25075
19457_12,CI25135
19459_12,CI28576
19466_12,CI24134
19474_12,CI26216
19477_12,CI24532
19478_12,CI23697
19479_12,CI28567
19480_12,CI24866
19483_12,CI27679
19485_12,CI23648
19491_12,CI24953
19497_12,CI27681
19498_12,CI28124
19501_12,CI27675
19503_12,CI27682
19504_12,CI27681
19505_12,CI25126
19506_12,CI23691
19509_12,CI24138
19512_12,CI24875
19517_12,CI26910
19525_12,CI26915
19533_12,CI24031
19534_12,CI26930
19536_12,CI25136
19540_12,CI26920
19541_12,CI26216
19545_12,CI23780
19546_12,CI27045
19552_12,CI24187
19554_12,CI26910
19555_12,CI23546
19556_12,CI27792
19557_12,CI27282
19558_12,CI25142
19560_12,CI27749
19565_12,CI24348
19566_12,CI26910
19569_12,CI26908
19571_12,CI24187
19576_12,CI24532
19578_12,CI27065
19580_12,CI24868
19581_12,CI26911
19585_12,CI26905
19586_12,CI26902
19587_12,CI23848
19588_12,CI26219
19590_12,CI26855
19593_12,CI24532
19595_12,CI27137
19597_12,CI26216
19601_12,CI26905
19602_12,CI26910
19604_12,CI27682
19607_12,CI26910
19609_12,CI23667
19611_12,CI27717
19612_12,CI23514
19613_12,CI26219
19617_12,CI28200
19619_12,CI24085
19620_12,CI25032
19627_12,CI27044
19630_12,CI24968
19631_12,CI24936
19639_12,CI23856
19640_12,CI27045
19641_12,CI26907
19642_12,CI24418
19643_12,CI24138
19645_12,CI23714
19646_12,CI23989
19649_12,CI27043
19650_12,CI23688
19651_12,CI24187
19655_12,CI24866
19657_12,CI27039
19661_12,CI26927
19664_12,CI23933
19668_12,CI26937
19670_12,CI24876
19671_12,CI23714
19673_12,CI24530
19674_12,CI26949
19675_12,CI26953
19678_12,CI25546
19679_12,CI28581
19680_12,CI27040
19686_12,CI26931
19687_12,CI27977
19690_12,CI24252
19694_12,CI27681
19696_12,CI27658
19702_12,CI24531
19704_12,CI27044
19705_12,CI25106
19706_12,CI26909
19707_12,CI26872
19712_12,CI24534
19715_12,CI26205
19717_12,CI26209
19720_12,CI23663
19723_12,CI26913
19724_12,CI25732
19725_12,CI26216
19726_12,CI24257
19728_12,CI26934
19732_12,CI27045
19734_12,CI24915
19739_12,CI27006
19742_12,CI26947
19749_12,CI23714
19753_12,CI25135
19754_12,CI23933
19757_12,CI26934
19758_12,CI26906
19765_12,CI26920
19767_12,CI23967
19769_12,CI24252
19783_12,CI24058
19791_12,CI25135
19792_12,CI24257
19793_12,CI24937
19797_12,CI23786
19798_12,CI27680
19799_12,CI23667
19804_12,CI24866
19807_12,CI26866
19809_12,CI26910
19811_12,CI23714
19812_12,CI26906
19813_12,CI24440
19816_12,CI26915
19817_12,CI26050
19819_12,CI24930
19821_12,CI23692
19823_12,CI24228
19826_12,CI23786
19828_12,CI25107
19831_12,CI23780
19833_12,CI26957
19835_12,CI26876
19836_12,CI26877
19838_12,CI23964
19841_12,CI27046
19842_12,CI24031
19844_12,CI24958
19845_12,CI24493
19846_12,CI24531
19847_12,CI25075
19848_12,CI24876
19849_12,CI27044
19850_12,CI26051
19854_12,CI24621
19856_12,CI24868
19857_12,CI27046
19858_12,CI27442
19865_12,CI24275
19867_12,CI25126
19868_12,CI23975
19877_12,CI27045
19879_12,CI28576
19882_12,CI27671
19883_12,CI26219
19885_12,CI26218
19890_12,CI23546
19892_12,CI23769
19894_12,CI23855
19895_12,CI23663
19896_12,CI26928
19898_12,CI26051
19901_12,CI27046
19902_12,CI24228
19906_12,CI25180
19908_12,CI24915
19909_12,CI23913
19910_12,CI26781
19912_12,CI26165
19916_12,CI25135
19918_12,CI26910
19924_12,CI28583
19934_12,CI24876
19935_12,CI23714
19937_12,CI26905
19938_12,CI25074
19943_12,CI27666
19944_12,CI26910
19945_12,CI24126
19946_12,CI27673
19948_12,CI27679
19953_12,CI24937
19954_12,CI23648
19960_12,CI25124
19961_12,CI26174
19963_12,CI26907
19967_12,CI26910
19969_12,CI26915
19971_12,CI25126
19972_12,CI23714
19973_12,CI23648
19975_12,CI25353
19977_12,CI27669
19979_12,CI27670
19981_12,CI26910
19983_12,CI24524
19984_12,CI23848
19985_12,CI26216
19987_12,CI27045
19988_12,CI28240
19989_12,CI26910
19990_12,CI26910
19994_12,CI24522
19996_12,CI23546
20003_12,CI25108
20004_12,CI23975
20010_12,CI26217
20017_12,CI26904
20018_12,CI23663
20019_12,CI24955
20025_12,CI27039
20026_12,CI28197
20033_12,CI24873
20036_12,CI24866
20045_12,CI24530
20046_12,CI24953
20048_12,CI26050
20052_12,CI26213
20053_12,CI24187
20057_12,CI24527
20061_12,CI26904
20065_12,CI27805
20066_12,CI23957
20068_12,CI24491
20070_12,CI26932
20071_12,CI27801
20075_12,CI23813
20078_12,CI24532
20081_12,CI24992
20082_12,CI27807
20086_12,CI28583
20095_12,CI23848
20096_12,CI24866
20097_12,CI25177
20099_12,CI27040
20101_12,CI23714
20102_12,CI27037
20110_12,CI23568
20113_12,CI27803
20119_12,CI25124
20121_12,CI24521
20125_12,CI27802
20128_12,CI24527
20129_12,CI24184
20143_12,CI23855
20146_12,CI27681
20151_12,CI25124
20153_12,CI24876
20156_12,CI23791
20157_12,CI23667
20161_12,CI25139
20164_12,CI24115
20165_12,CI23769
20167_12,CI26941
20168_12,CI25074
20169_12,CI26958
20170_12,CI26176
20174_12,CI24138
20178_12,CI26197
20184_12,CI26872
20186_12,CI24868
20189_12,CI25124
20190_12,CI23761
20191_12,CI28574
20195_12,CI24138
20197_12,CI23887
20203_12,CI25740
20204_12,CI27046
20206_12,CI27276
20207_12,CI24530
20208_12,CI23855
20210_12,CI24914
20215_12,CI25143
20216_12,CI27677
20217_12,CI24362
20219_12,CI27801
20220_12,CI27803
20221_12,CI24917
20224_12,CI24421
20225_12,CI27801
20228_12,CI24530
20229_12,CI25336
20231_12,CI27679
20233_12,CI27681
20234_12,CI24531
20236_12,CI24532
